Радиация,Температура,Время,Выживаемость,thermal_rank,thermal_label,CEM43,generation_block
0.0,44.0,30.0,0.02031071239259716,2,44C_30min,60.0,64
8.0,42.0,45.0,0.000864757237329123,0,42C_45min,11.25,38
2.0,44.0,30.0,0.007969463725219983,2,44C_30min,60.0,53
0.0,42.0,45.0,0.53,0,42C_45min,11.25,6
4.0,43.0,45.0,0.046832901043269884,1,43C_45min,45.0,16
8.0,43.0,45.0,4.354483865367897e-05,1,43C_45min,45.0,46
8.0,44.0,30.0,0.0,2,44C_30min,60.0,10
2.0,43.0,45.0,0.07153248567737173,1,43C_45min,45.0,35
6.0,43.0,45.0,0.011372912796482424,1,43C_45min,45.0,2
2.0,44.0,30.0,0.007908420454823028,2,44C_30min,60.0,36
6.0,43.0,45.0,0.013486222854848646,1,43C_45min,45.0,11
8.0,44.0,30.0,0.0,2,44C_30min,60.0,43
6.0,43.0,45.0,0.015173401157292531,1,43C_45min,45.0,59
4.0,43.0,45.0,0.04616749179121924,1,43C_45min,45.0,57
8.0,42.0,45.0,0.0006777785096439217,0,42C_45min,11.25,56
2.0,43.0,45.0,0.051912101476566955,1,43C_45min,45.0,63
2.0,42.0,45.0,0.26515510157107275,0,42C_45min,11.25,49
6.0,43.0,45.0,0.010836266212291239,1,43C_45min,45.0,6
8.0,43.0,45.0,3.4019690771533114e-05,1,43C_45min,45.0,37
2.0,44.0,30.0,0.007478330863265488,2,44C_30min,60.0,16
8.0,42.0,45.0,0.0006433296766609003,0,42C_45min,11.25,49
6.0,42.0,45.0,0.026894347725757918,0,42C_45min,11.25,38
2.0,44.0,30.0,0.0069564896749166475,2,44C_30min,60.0,46
0.0,42.0,45.0,0.53,0,42C_45min,11.25,31
2.0,42.0,45.0,0.1965141194990777,0,42C_45min,11.25,37
4.0,44.0,30.0,0.008961777779624664,2,44C_30min,60.0,59
0.0,43.0,45.0,0.16607256763163813,1,43C_45min,45.0,14
4.0,43.0,45.0,0.055257428560114334,1,43C_45min,45.0,26
2.0,43.0,45.0,0.056526648013848005,1,43C_45min,45.0,53
8.0,42.0,45.0,0.0006937469512081065,0,42C_45min,11.25,26
4.0,42.0,45.0,0.2556156573048024,0,42C_45min,11.25,51
8.0,43.0,45.0,3.5575689630127124e-05,1,43C_45min,45.0,56
8.0,42.0,45.0,0.0007033818705394421,0,42C_45min,11.25,14
2.0,43.0,45.0,0.061789169445530465,1,43C_45min,45.0,0
4.0,44.0,30.0,0.006864619401341461,2,44C_30min,60.0,51
0.0,44.0,30.0,0.020344229504235593,2,44C_30min,60.0,43
2.0,43.0,45.0,0.04900170395875565,1,43C_45min,45.0,62
0.0,44.0,30.0,0.02423397348270169,2,44C_30min,60.0,41
4.0,44.0,30.0,0.008675243659994603,2,44C_30min,60.0,49
6.0,44.0,30.0,0.00026389448655073555,2,44C_30min,60.0,36
6.0,43.0,45.0,0.010059771391570306,1,43C_45min,45.0,48
8.0,43.0,45.0,4.039227521532932e-05,1,43C_45min,45.0,45
8.0,43.0,45.0,4.007957282081198e-05,1,43C_45min,45.0,6
8.0,44.0,30.0,6.770696553341621e-08,2,44C_30min,60.0,53
8.0,42.0,45.0,0.000666451397626346,0,42C_45min,11.25,48
4.0,44.0,30.0,0.00884108741691787,2,44C_30min,60.0,38
4.0,42.0,45.0,0.2545240062948802,0,42C_45min,11.25,27
8.0,42.0,45.0,0.0007538373851265574,0,42C_45min,11.25,33
4.0,43.0,45.0,0.05175177699216117,1,43C_45min,45.0,3
4.0,43.0,45.0,0.05800816223923548,1,43C_45min,45.0,2
2.0,43.0,45.0,0.054792745620523525,1,43C_45min,45.0,52
2.0,43.0,45.0,0.0462085671763356,1,43C_45min,45.0,56
6.0,43.0,45.0,0.014421053678856544,1,43C_45min,45.0,13
2.0,43.0,45.0,0.05227105195476547,1,43C_45min,45.0,9
0.0,44.0,30.0,0.02383285218009127,2,44C_30min,60.0,2
0.0,42.0,45.0,0.53,0,42C_45min,11.25,59
6.0,43.0,45.0,0.011253732864472446,1,43C_45min,45.0,15
8.0,44.0,30.0,0.0,2,44C_30min,60.0,32
8.0,42.0,45.0,0.0006796628952135256,0,42C_45min,11.25,51
4.0,44.0,30.0,0.007948333701955341,2,44C_30min,60.0,25
4.0,44.0,30.0,0.008835524197597809,2,44C_30min,60.0,19
2.0,42.0,45.0,0.2800847423680696,0,42C_45min,11.25,28
2.0,43.0,45.0,0.05700711759481595,1,43C_45min,45.0,45
4.0,42.0,45.0,0.3384050234765452,0,42C_45min,11.25,26
8.0,42.0,45.0,0.0008048118440276063,0,42C_45min,11.25,39
4.0,44.0,30.0,0.007937476152477207,2,44C_30min,60.0,33
4.0,44.0,30.0,0.008290966370898127,2,44C_30min,60.0,9
4.0,43.0,45.0,0.041574240816677294,1,43C_45min,45.0,4
6.0,44.0,30.0,0.0002998114515362291,2,44C_30min,60.0,31
4.0,43.0,45.0,0.04629638716644258,1,43C_45min,45.0,43
8.0,43.0,45.0,3.7917356393899665e-05,1,43C_45min,45.0,8
4.0,42.0,45.0,0.18472093806213052,0,42C_45min,11.25,65
0.0,42.0,45.0,0.53,0,42C_45min,11.25,35
2.0,42.0,45.0,0.20650568879582293,0,42C_45min,11.25,56
4.0,43.0,45.0,0.057396090881860574,1,43C_45min,45.0,64
6.0,42.0,45.0,0.01962549825573765,0,42C_45min,11.25,4
4.0,43.0,45.0,0.041655166574958435,1,43C_45min,45.0,54
2.0,43.0,45.0,0.05103857826160376,1,43C_45min,45.0,1
6.0,44.0,30.0,0.0003348442060816261,2,44C_30min,60.0,10
0.0,42.0,45.0,0.53,0,42C_45min,11.25,3
0.0,44.0,30.0,0.022357682848145835,2,44C_30min,60.0,33
6.0,42.0,45.0,0.022181607766031494,0,42C_45min,11.25,25
8.0,42.0,45.0,0.0007127218128331955,0,42C_45min,11.25,12
2.0,42.0,45.0,0.2556156573048024,0,42C_45min,11.25,51
6.0,44.0,30.0,0.0002818564092998504,2,44C_30min,60.0,14
0.0,43.0,45.0,0.13971778875836408,1,43C_45min,45.0,53
8.0,42.0,45.0,0.0006833332332880398,0,42C_45min,11.25,3
8.0,43.0,45.0,4.1049475142055495e-05,1,43C_45min,45.0,58
8.0,42.0,45.0,0.0007351606878821381,0,42C_45min,11.25,22
2.0,42.0,45.0,0.18807579404369426,0,42C_45min,11.25,50
2.0,43.0,45.0,0.048931092595567334,1,43C_45min,45.0,48
6.0,42.0,45.0,0.018829038181821144,0,42C_45min,11.25,48
0.0,42.0,45.0,0.53,0,42C_45min,11.25,20
0.0,43.0,45.0,0.16557720798659298,1,43C_45min,45.0,47
0.0,43.0,45.0,0.1363968374111509,1,43C_45min,45.0,17
6.0,44.0,30.0,0.0002955238699353852,2,44C_30min,60.0,48
0.0,43.0,45.0,0.24538617409787572,1,43C_45min,45.0,31
6.0,43.0,45.0,0.009792348343964915,1,43C_45min,45.0,30
6.0,44.0,30.0,0.00028012537623940995,2,44C_30min,60.0,66
6.0,43.0,45.0,0.013166749170850242,1,43C_45min,45.0,54
8.0,42.0,45.0,0.0006797970171934023,0,42C_45min,11.25,57
2.0,43.0,45.0,0.052818956500317885,1,43C_45min,45.0,18
6.0,44.0,30.0,0.00033424310155694614,2,44C_30min,60.0,13
0.0,43.0,45.0,0.258028043230233,1,43C_45min,45.0,11
2.0,44.0,30.0,0.006899807602029665,2,44C_30min,60.0,37
8.0,44.0,30.0,0.0,2,44C_30min,60.0,48
0.0,43.0,45.0,0.21754400549190603,1,43C_45min,45.0,27
0.0,44.0,30.0,0.01905603802266852,2,44C_30min,60.0,47
0.0,43.0,45.0,0.18220477837499166,1,43C_45min,45.0,32
0.0,43.0,45.0,0.12015587799867701,1,43C_45min,45.0,55
6.0,44.0,30.0,0.000305508902315505,2,44C_30min,60.0,51
2.0,44.0,30.0,0.008921029249459492,2,44C_30min,60.0,7
0.0,42.0,45.0,0.53,0,42C_45min,11.25,38
2.0,43.0,45.0,0.055257428560114334,1,43C_45min,45.0,26
0.0,43.0,45.0,0.196961752335541,1,43C_45min,45.0,0
8.0,42.0,45.0,0.0006974496859581131,0,42C_45min,11.25,62
8.0,42.0,45.0,0.0006516775869998408,0,42C_45min,11.25,65
6.0,44.0,30.0,0.00024548171851149247,2,44C_30min,60.0,37
6.0,43.0,45.0,0.014703203468911526,1,43C_45min,45.0,5
0.0,42.0,45.0,0.5024925265637464,0,42C_45min,11.25,14
6.0,42.0,45.0,0.021136250811792247,0,42C_45min,11.25,2
0.0,42.0,45.0,0.53,0,42C_45min,11.25,52
2.0,42.0,45.0,0.280946811947597,0,42C_45min,11.25,34
8.0,42.0,45.0,0.0005997133392964503,0,42C_45min,11.25,28
6.0,42.0,45.0,0.018431706856406785,0,42C_45min,11.25,30
6.0,44.0,30.0,0.00029627426665443553,2,44C_30min,60.0,24
4.0,42.0,45.0,0.2041657358414433,0,42C_45min,11.25,6
8.0,44.0,30.0,2.1409017051057782e-10,2,44C_30min,60.0,22
0.0,44.0,30.0,0.021095158018898844,2,44C_30min,60.0,60
8.0,44.0,30.0,0.0,2,44C_30min,60.0,37
2.0,44.0,30.0,0.00828208794093867,2,44C_30min,60.0,23
0.0,43.0,45.0,0.1981747871347587,1,43C_45min,45.0,52
4.0,42.0,45.0,0.18172710938198014,0,42C_45min,11.25,16
2.0,42.0,45.0,0.31060901699934057,0,42C_45min,11.25,1
2.0,44.0,30.0,0.0074400168478231275,2,44C_30min,60.0,21
2.0,44.0,30.0,0.008778997529897577,2,44C_30min,60.0,40
0.0,44.0,30.0,0.020609847505641987,2,44C_30min,60.0,26
4.0,44.0,30.0,0.00853563651861225,2,44C_30min,60.0,18
4.0,42.0,45.0,0.2646130680133886,0,42C_45min,11.25,11
2.0,44.0,30.0,0.007293704113564283,2,44C_30min,60.0,56
4.0,43.0,45.0,0.04787950333910085,1,43C_45min,45.0,66
4.0,42.0,45.0,0.24697788529633505,0,42C_45min,11.25,43
8.0,43.0,45.0,3.203034626122309e-05,1,43C_45min,45.0,54
6.0,42.0,45.0,0.020573788483846406,0,42C_45min,11.25,32
6.0,43.0,45.0,0.011829717209554622,1,43C_45min,45.0,65
8.0,44.0,30.0,1.1638480392689618e-08,2,44C_30min,60.0,33
6.0,44.0,30.0,0.0002710000397507653,2,44C_30min,60.0,55
4.0,44.0,30.0,0.007478330863265488,2,44C_30min,60.0,16
0.0,43.0,45.0,0.1752640070743184,1,43C_45min,45.0,38
6.0,43.0,45.0,0.014099456188012076,1,43C_45min,45.0,58
8.0,42.0,45.0,0.0005654157535956154,0,42C_45min,11.25,37
0.0,43.0,45.0,0.17138609029072133,1,43C_45min,45.0,46
8.0,44.0,30.0,0.0,2,44C_30min,60.0,12
4.0,43.0,45.0,0.054792745620523525,1,43C_45min,45.0,52
8.0,44.0,30.0,0.0,2,44C_30min,60.0,46
0.0,42.0,45.0,0.53,0,42C_45min,11.25,32
6.0,44.0,30.0,0.00034724190877306524,2,44C_30min,60.0,45
2.0,44.0,30.0,0.007375892237629321,2,44C_30min,60.0,34
2.0,42.0,45.0,0.22994005617472543,0,42C_45min,11.25,4
8.0,44.0,30.0,0.0,2,44C_30min,60.0,31
6.0,43.0,45.0,0.009117145229329817,1,43C_45min,45.0,37
4.0,42.0,45.0,0.33884422706890815,0,42C_45min,11.25,57
0.0,44.0,30.0,0.01943082774795954,2,44C_30min,60.0,50
0.0,44.0,30.0,0.020016975401054213,2,44C_30min,60.0,17
6.0,44.0,30.0,0.0002975741089918121,2,44C_30min,60.0,1
2.0,42.0,45.0,0.20945073249276933,0,42C_45min,11.25,21
8.0,44.0,30.0,0.0,2,44C_30min,60.0,30
0.0,42.0,45.0,0.53,0,42C_45min,11.25,11
6.0,44.0,30.0,0.0003424843599629702,2,44C_30min,60.0,18
0.0,42.0,45.0,0.53,0,42C_45min,11.25,64
0.0,43.0,45.0,0.2532638571767747,1,43C_45min,45.0,13
0.0,42.0,45.0,0.53,0,42C_45min,11.25,26
0.0,42.0,45.0,0.46720129563133017,0,42C_45min,11.25,54
8.0,43.0,45.0,4.1710343021950795e-05,1,43C_45min,45.0,27
0.0,43.0,45.0,0.21040088275696664,1,43C_45min,45.0,33
2.0,42.0,45.0,0.2690309883876412,0,42C_45min,11.25,23
6.0,42.0,45.0,0.024840201381589586,0,42C_45min,11.25,51
8.0,43.0,45.0,3.9191405856576446e-05,1,43C_45min,45.0,20
4.0,42.0,45.0,0.24740634442025763,0,42C_45min,11.25,44
0.0,42.0,45.0,0.53,0,42C_45min,11.25,9
4.0,44.0,30.0,0.007557936165169121,2,44C_30min,60.0,44
4.0,42.0,45.0,0.2530941246353678,0,42C_45min,11.25,58
8.0,44.0,30.0,0.0,2,44C_30min,60.0,6
0.0,44.0,30.0,0.020680545395587436,2,44C_30min,60.0,25
0.0,44.0,30.0,0.02143232913114648,2,44C_30min,60.0,6
8.0,43.0,45.0,4.022699593545294e-05,1,43C_45min,45.0,30
2.0,44.0,30.0,0.00797750002254424,2,44C_30min,60.0,22
6.0,42.0,45.0,0.021134194740421608,0,42C_45min,11.25,14
4.0,42.0,45.0,0.28508116075984113,0,42C_45min,11.25,31
4.0,42.0,45.0,0.17184603389807696,0,42C_45min,11.25,8
2.0,43.0,45.0,0.05723189774955716,1,43C_45min,45.0,41
6.0,43.0,45.0,0.012191300609754627,1,43C_45min,45.0,1
0.0,42.0,45.0,0.53,0,42C_45min,11.25,47
0.0,43.0,45.0,0.15016646545348275,1,43C_45min,45.0,5
4.0,42.0,45.0,0.28856510227483567,0,42C_45min,11.25,7
2.0,44.0,30.0,0.008750075828860365,2,44C_30min,60.0,18
6.0,43.0,45.0,0.012710541807347315,1,43C_45min,45.0,57
2.0,44.0,30.0,0.006859102183911364,2,44C_30min,60.0,29
0.0,44.0,30.0,0.02241097331400232,2,44C_30min,60.0,7
